,Date,Name / Description,Expense/Income,Amount (EUR),Transaction,Category
6302,2023-04-04 21:01:01.681581,Sporting Event,Expense,383.22,Sporting Event,Sport and Fitness
6303,2023-04-04 21:13:09.083515,Theater Tickets,Expense,471.57,Theater Tickets,Leisure
6304,2023-04-04 21:59:07.477804,Freelance Work,Income,164.16,Freelance Work,Business
6305,2023-04-04 22:45:27.943047,Coffee Shop,Expense,458.22,Coffee Shop,Food and Drinks
6306,2023-04-04 22:55:30.962282,Electrician Service,Income,18.95,Electrician Service,Maintenance
6307,2023-04-05 02:40:29.440044,Car Wash,Expense,18.63,Car Wash,Vehicle Maintenance
6308,2023-04-05 02:59:32.511330,Credit Report Fee,Expense,434.33,Credit Report Fee,Finance
6309,2023-04-05 04:06:42.170160,New Car Purchase,Income,30.14,,
6310,2023-04-05 04:58:20.473333,Hotel Stay,Expense,290.02,Hotel Stay,Accommodation
6311,2023-04-05 06:57:39.993574,Therapist Session,Income,398.65,Therapist Session,Health and Wellness
6312,2023-04-05 08:23:26.769104,Department Store,Expense,461.65,Department Store,Shopping
6313,2023-04-05 11:18:10.613658,Retirement Contribution,Income,483.97,Retirement Contribution,Savings
6314,2023-04-05 12:09:18.969352,Bowling Alley,Income,240.42,Bowling Alley,Leisure
6315,2023-04-05 15:36:00.799769,Yoga Class,Expense,207.76,Yoga Class,Fitness
6316,2023-04-05 17:53:13.634325,Amazon Purchase,Income,332.76,Amazon Purchase,Shopping
6317,2023-04-05 18:04:37.948966,Theater Tickets,Income,237.84,Theater Tickets,Leisure
6318,2023-04-05 18:29:12.276356,Pet Grooming,Income,261.59,Pet Grooming,Pet Care
6319,2023-04-05 21:02:11.859672,Business Expense,Expense,32.77,Business Expense,Business
6320,2023-04-05 21:46:12.609939,Online Coaching,Expense,103.47,Online Coaching,Education
6321,2023-04-06 00:01:37.325377,Hotel Stay,Expense,432.64,Hotel Stay,Accommodation
6322,2023-04-06 00:26:15.419280,Office Supplies,Income,70.96,Office Supplies,Office Expenses
6323,2023-04-06 01:19:28.041159,Investment Advisor Fee,Income,396.78,Investment Advisor Fee,Investments
6324,2023-04-06 01:57:52.839628,Holiday Shopping,Income,419.92,Holiday Shopping,Shopping
6325,2023-04-06 02:13:07.929599,Vet Bill,Income,172.67,Vet Bill,Pet Care
6326,2023-04-06 03:03:47.635658,Yacht Charter,Income,460.24,Yacht Charter,Travel
6327,2023-04-06 03:42:34.809398,Online Course,Income,387.69,Online Course,Education
6328,2023-04-06 05:07:14.867527,Gas Station,Income,316.55,Gas Station,Fuel
6329,2023-04-06 05:12:14.775301,Hardware Store,Income,108.07,Hardware Store,Hardware/Paint
6330,2023-04-06 05:49:47.157918,Plumbing Service,Income,102.57,,
6331,2023-04-06 08:52:28.383135,Subscription Renewal,Expense,434.21,Subscription Renewal,Subscriptions
6332,2023-04-06 09:41:42.315030,Hair Salon,Income,67.17,,
6333,2023-04-06 10:56:13.729539,Video Game,Expense,413.03,Video Game,Entertainment
6334,2023-04-06 15:22:35.043629,Court Fees,Income,264.76,Court Fees,Legal Expenses
6335,2023-04-06 20:51:34.495332,Golf Course,Expense,433.32,Golf Course,Sport and Fitness
6336,2023-04-06 20:52:37.017390,Client Meeting Expense,Expense,235.39,Client Meeting Expense,Business Expenses
6337,2023-04-06 23:18:25.810305,Hotel Stay,Expense,139.33,Hotel Stay,Accommodation
6338,2023-04-07 05:02:41.324413,Fitness Equipment,Expense,480.06,Fitness Equipment,Home Gym
6339,2023-04-07 05:25:10.762915,Student Loan Payment,Expense,195.37,Student Loan Payment,Loans
6340,2023-04-07 13:03:53.097677,Photography Service,Expense,149.53,,
6341,2023-04-07 13:06:45.822935,Snow Removal,Expense,344.03,Snow Removal,Maintenance
6342,2023-04-07 15:10:30.795380,Phone Bill,Expense,267.79,Phone Bill,Utilities
6343,2023-04-07 15:10:53.129846,Hiking Gear,Income,121.17,Hiking Gear,Outdoor Activities
6344,2023-04-07 18:44:25.580620,Office Supplies,Expense,199.13,Office Supplies,Office Expenses
6345,2023-04-07 20:09:21.772425,Car Fuel,Expense,369.2,Car Fuel,Transportation
6346,2023-04-07 20:26:18.601926,Theater Tickets,Expense,344.58,Theater Tickets,Leisure
6347,2023-04-07 20:33:32.916001,Movie Theater,Expense,61.51,Movie Theater,Entertainment
6348,2023-04-07 20:37:20.133002,Travel Insurance,Income,496.13,,
6349,2023-04-07 20:53:16.487282,Personal Loan Payment,Expense,367.48,Personal Loan Payment,Debt Repayment
6350,2023-04-08 00:26:16.372024,Spotify Ab By Adyen,Expense,161.73,,
6351,2023-04-08 00:34:03.552039,Septic Tank Service,Income,219.51,Septic Tank Service,Maintenance
6352,2023-04-08 00:45:48.571162,Car Registration,Income,428.15,Car Registration,Vehicle Management
6353,2023-04-08 02:12:52.218000,Pet Grooming,Expense,345.39,Pet Grooming,Pet Care
6354,2023-04-08 02:29:19.516714,Consulting Income,Income,150.3,Consulting Income,Side Gig
6355,2023-04-08 03:11:43.210440,Investment Account,Expense,485.26,Investment Account,Investments
6356,2023-04-08 05:15:46.890613,Real Estate Agent Fee,Expense,488.52,,
6357,2023-04-08 05:43:51.705971,Yacht Charter,Expense,37.23,Yacht Charter,Travel
6358,2023-04-08 06:20:24.610691,Phone Bill,Expense,402.61,Phone Bill,Utilities
6359,2023-04-08 08:21:41.272924,Personal Trainer,Expense,260.95,Personal Trainer,Fitness
6360,2023-04-08 09:35:28.514102,School Supplies,Income,338.89,School Supplies,Education
6361,2023-04-08 10:14:53.316121,Massage Therapy,Income,197.95,Massage Therapy,Health and Wellness
6362,2023-04-08 12:34:02.245766,Resume Service,Expense,314.31,Resume Service,Career Development
6363,2023-04-08 15:29:52.302405,Subscription Box,Income,346.2,Subscription Box,Subscriptions
6364,2023-04-08 16:18:11.531141,Pet Supplies,Income,40.64,Pet Supplies,Pet Care
6365,2023-04-08 17:59:00.914908,Textbooks,Income,486.85,Textbooks,Education
6366,2023-04-08 18:17:34.953742,Wedding Gift,Expense,46.71,,
6367,2023-04-08 18:35:20.429684,Life Insurance,Expense,65.28,Life Insurance,Insurance
6368,2023-04-08 19:27:08.022941,Savings Deposit,Expense,385.7,Savings Deposit,Savings
6369,2023-04-08 20:20:19.739751,Coffee Shop,Expense,85.86,Coffee Shop,Food and Drinks
6370,2023-04-08 20:46:47.771528,Digital Download,Expense,206.16,Digital Download,Software/Purchases
6371,2023-04-08 21:36:20.221308,Mortgage Payment,Expense,498.77,,
6372,2023-04-09 00:55:56.028327,Tree Trimming,Expense,390.42,Tree Trimming,Yard Maintenance
6373,2023-04-09 01:48:07.694887,Tree Trimming,Expense,226.13,Tree Trimming,Yard Maintenance
6374,2023-04-09 03:12:13.447762,Restaurant Takeout,Expense,198.57,Restaurant Takeout,Food and Drinks
6375,2023-04-09 03:59:11.662513,Garden Center,Expense,404.79,Garden Center,Gardening
6376,2023-04-09 05:43:54.228184,Tutoring Services,Income,365.12,Tutoring Services,Education
6377,2023-04-09 09:04:27.492687,Personal Trainer,Expense,371.27,Personal Trainer,Fitness
6378,2023-04-09 09:57:12.923265,Natural Gas Bill,Income,271.6,Natural Gas Bill,Utilities
6379,2023-04-09 13:17:50.333699,Side Gig Income,Income,191.86,Side Gig Income,Side Hustle
6380,2023-04-09 17:57:25.303451,Travel Insurance,Income,197.47,,
6381,2023-04-09 19:10:23.244304,Dog Walker,Income,42.9,Dog Walker,Pet Care
6382,2023-04-09 19:46:47.549023,Foreign Transaction Fee,Expense,449.69,Foreign Transaction Fee,Credit Card Fees
6383,2023-04-09 20:06:47.921529,Notary Service,Income,374.06,Notary Service,Services
6384,2023-04-09 21:27:58.918835,Property Tax,Expense,276.51,,
6385,2023-04-09 23:02:34.667398,New Car Purchase,Income,379.94,,
6386,2023-04-09 23:30:31.540647,Tree Trimming,Income,90.04,Tree Trimming,Yard Maintenance
6387,2023-04-09 23:31:27.367278,Hiking Gear,Expense,231.16,Hiking Gear,Outdoor Activities
6388,2023-04-09 23:53:05.486451,Parking Fee,Expense,302.65,Parking Fee,Transportation
6389,2023-04-10 01:16:05.877939,Electrician Service,Expense,311.75,Electrician Service,Maintenance
6390,2023-04-10 02:01:36.548857,Software License,Expense,238.24,Software License,Business
6391,2023-04-10 02:52:00.333418,Subscription Renewal,Expense,166.08,Subscription Renewal,Subscriptions
6392,2023-04-10 03:39:38.552495,Investment Account,Expense,434.41,Investment Account,Investments
6393,2023-04-10 04:25:18.343087,Therapist Session,Income,477.55,Therapist Session,Health and Wellness
6394,2023-04-10 04:41:36.963111,Tutoring Services,Income,446.49,Tutoring Services,Education
6395,2023-04-10 06:16:55.514163,Vacation Package,Income,278.56,Vacation Package,Travel
6396,2023-04-10 06:48:27.361589,Tutoring Services,Expense,69.6,Tutoring Services,Education
6397,2023-04-10 07:11:19.048814,Pet Grooming,Expense,446.39,Pet Grooming,Pet Care
6398,2023-04-10 07:15:58.344507,Investment Advisor Fee,Income,37.22,Investment Advisor Fee,Investments
6399,2023-04-10 15:52:35.239718,Personal Loan Payment,Expense,360.12,Personal Loan Payment,Debt Repayment
6400,2023-04-10 19:50:48.757064,Ski Resort,Expense,243.88,Ski Resort,Leisure
6401,2023-04-10 21:57:11.759306,Laundry Service,Expense,150.42,Laundry Service,Household
6402,2023-04-11 01:09:34.475754,Car Wash,Expense,54.88,Car Wash,Vehicle Maintenance
6403,2023-04-11 01:29:47.488481,Bowling Alley,Expense,477.88,Bowling Alley,Leisure
6404,2023-04-11 03:43:46.985583,Luxury Purchase,Expense,63.89,Luxury Purchase,Hobbies
6405,2023-04-11 04:17:44.109914,Resume Service,Expense,467.55,Resume Service,Career Development
6406,2023-04-11 06:47:52.008184,Wire Transfer Fee,Expense,402.71,Wire Transfer Fee,Banking
6407,2023-04-11 10:04:41.092767,Online Course,Expense,210.99,Online Course,Education
6408,2023-04-11 13:35:08.230036,Hardware Store,Income,68.29,Hardware Store,Hardware/Paint
6409,2023-04-11 15:52:05.928302,Garden Center,Income,122.26,Garden Center,Gardening
6410,2023-04-11 16:32:59.175600,Overdraft Fee,Expense,107.12,Overdraft Fee,Banking Fees
6411,2023-04-11 17:20:04.226468,Investment Account,Income,421.62,Investment Account,Investments
6412,2023-04-11 17:36:37.597970,Consulting Income,Expense,338.61,Consulting Income,Side Gig
6413,2023-04-11 18:28:52.512661,Student Loan Payment,Income,59.39,Student Loan Payment,Loans
6414,2023-04-11 18:29:12.734488,Optometry Visit,Expense,251.89,,
6415,2023-04-11 19:00:30.262554,Vehicle Insurance,Income,292.53,Vehicle Insurance,Transportation
6416,2023-04-11 19:03:09.827915,Tuition Payment,Income,22.23,,
6417,2023-04-11 20:00:06.620508,Library Fee,Income,228.89,Library Fee,Education Access
6418,2023-04-11 23:19:45.481073,Doctor Visit,Expense,460.87,Doctor Visit,Health and Wellness
6419,2023-04-12 04:15:16.829081,Concert Tickets,Income,341.58,Concert Tickets,Entertainment
6420,2023-04-12 06:42:36.155916,Software License,Income,322.68,Software License,Business
6421,2023-04-12 07:38:00.860828,Coffee Shop,Income,434.66,Coffee Shop,Food and Drinks
6422,2023-04-12 09:42:17.139626,Online Coaching,Expense,370.81,Online Coaching,Education
6423,2023-04-12 09:56:46.423759,Used Car Purchase,Income,294.38,Used Car Purchase,Transportation
6424,2023-04-12 18:05:01.881253,Home Cleaning,Expense,130.81,Home Cleaning,Maintenance
6425,2023-04-12 23:08:47.938318,Credit Report Fee,Expense,364.1,Credit Report Fee,Finance
6426,2023-04-12 23:09:14.183111,Outdoor Equipment,Expense,491.53,,
6427,2023-04-12 23:35:56.759436,Home Renovation,Expense,486.89,Home Renovation,Home Maintenance
6428,2023-04-12 23:50:58.938398,Bowling Alley,Income,101.82,Bowling Alley,Leisure
6429,2023-04-13 00:15:28.681611,Hotel Stay,Income,246.78,Hotel Stay,Accommodation
6430,2023-04-13 04:06:40.218373,Investment Income,Expense,166.96,Investment Income,Investments
6431,2023-04-13 08:38:07.743865,Electrician Service,Expense,77.84,Electrician Service,Maintenance
6432,2023-04-13 08:39:52.941706,Membership Fee,Expense,301.7,Membership Fee,Subscriptions
6433,2023-04-13 11:06:09.058421,Used Car Purchase,Expense,319.23,Used Car Purchase,Transportation
6434,2023-04-13 13:27:30.455510,Gas Station,Expense,103.02,Gas Station,Fuel
6435,2023-04-13 13:34:17.541011,Clothing Store,Income,308.95,Clothing Store,Shopping
6436,2023-04-13 13:49:34.871565,Income Tax Payment,Income,88.68,,
6437,2023-04-13 14:05:51.344629,Cabin Rental,Expense,14.97,Cabin Rental,Vacation
6438,2023-04-13 17:25:20.308479,Wedding Gift,Expense,186.46,,
6439,2023-04-13 18:43:45.687145,Septic Tank Service,Expense,241.7,Septic Tank Service,Maintenance
6440,2023-04-13 20:05:13.868019,Golf Course,Expense,433.32,Golf Course,Sport and Fitness
6441,2023-04-14 01:06:45.148509,Tuition Payment,Expense,21.88,,
6442,2023-04-14 04:38:06.657723,Personal Loan Payment,Expense,278.99,Personal Loan Payment,Debt Repayment
6443,2023-04-14 04:53:12.784229,Hair Salon,Expense,292.81,,
6444,2023-04-14 05:03:25.810010,Electrician Service,Income,70.07,Electrician Service,Maintenance
6445,2023-04-14 05:48:58.398338,Gifts & Cards,Expense,331.03,Gifts & Cards,Gifts
6446,2023-04-14 08:22:48.404727,Dog Walker,Expense,210.72,Dog Walker,Pet Care
6447,2023-04-14 11:24:29.369679,Car Loan Payment,Expense,399.76,Car Loan Payment,Finance
6448,2023-04-14 12:17:25.338940,Donation to Charity,Expense,6.08,,
6449,2023-04-14 16:13:23.442923,Spotify Ab By Adyen,Income,484.42,,
6450,2023-04-14 21:24:03.853592,Electrician Service,Income,31.74,Electrician Service,Maintenance
6451,2023-04-15 01:03:36.104080,Snowmobile Rental,Income,254.89,Snowmobile Rental,Sport and Fitness
6452,2023-04-15 04:47:33.435600,Yacht Charter,Expense,377.93,Yacht Charter,Travel
6453,2023-04-15 08:49:34.285033,Software License,Expense,315.14,Software License,Business
6454,2023-04-15 09:18:47.066294,Investment Advisor Fee,Expense,37.81,Investment Advisor Fee,Investments
6455,2023-04-15 09:42:50.686013,Mortgage Payment,Income,322.8,,
6456,2023-04-15 09:55:21.582478,Wedding Gift,Income,394.47,,
6457,2023-04-15 11:13:08.191004,Bowling Alley,Expense,78.04,Bowling Alley,Leisure
6458,2023-04-15 16:33:52.907681,Yoga Class,Expense,305.21,Yoga Class,Fitness
6459,2023-04-15 18:44:52.799716,Overdraft Fee,Expense,390.77,Overdraft Fee,Banking Fees
6460,2023-04-15 18:56:18.743410,Pest Control,Income,204.35,Pest Control,Maintenance
6461,2023-04-15 22:43:33.817598,Job Training Fee,Income,77.52,Job Training Fee,Education
6462,2023-04-15 23:13:31.060120,Etsy Purchase,Income,457.48,Etsy Purchase,Hobbies
6463,2023-04-16 01:10:23.357449,Investment Brokerage Fee,Expense,324.87,,
6464,2023-04-16 01:56:52.528902,Hiking Gear,Income,246.79,Hiking Gear,Outdoor Activities
6465,2023-04-16 02:14:44.798850,Streaming Rental,Expense,439.64,,
6466,2023-04-16 02:27:37.236590,Foreign Transaction Fee,Income,333.48,Foreign Transaction Fee,Credit Card Fees
6467,2023-04-16 04:43:46.429964,Septic Tank Service,Income,65.79,Septic Tank Service,Maintenance
6468,2023-04-16 06:59:52.035177,Water Bill,Expense,348.89,Water Bill,Utilities
6469,2023-04-16 07:42:49.389019,Medical Expense,Income,98.46,Medical Expense,Health and Wellness
6470,2023-04-16 09:48:45.337380,Software Subscription,Income,391.96,Software Subscription,Software/Purchases
6471,2023-04-16 11:52:34.341617,Natural Gas Bill,Expense,63.1,Natural Gas Bill,Utilities
6472,2023-04-16 13:22:25.199303,Firewood,Income,213.75,Firewood,Home Maintenance
6473,2023-04-16 14:34:15.114061,Investment Advisor Fee,Income,19.36,Investment Advisor Fee,Investments
6474,2023-04-16 14:54:51.001427,Department Store,Income,103.59,Department Store,Shopping
6475,2023-04-16 18:47:21.554406,Gifts & Cards,Income,271.98,Gifts & Cards,Gifts
6476,2023-04-16 22:15:18.087814,Grocery Store,Income,308.01,Grocery Store,Food and Drinks
6477,2023-04-16 22:33:20.443509,Online Shopping,Expense,96.57,,
6478,2023-04-17 00:11:31.137857,Travel Insurance,Expense,378.36,,
6479,2023-04-17 01:33:43.213943,Daycare Fees,Expense,189.05,Daycare Fees,Childcare
6480,2023-04-17 03:08:30.914119,Natural Gas Bill,Expense,124.07,Natural Gas Bill,Utilities
6481,2023-04-17 03:38:58.972464,Art Gallery Purchase,Expense,339.52,Art Gallery Purchase,Collectibles
6482,2023-04-17 17:12:49.927301,Restaurant Dining,Expense,492.59,,
6483,2023-04-17 17:27:35.784628,Hiking Gear,Expense,149.49,Hiking Gear,Outdoor Activities
6484,2023-04-17 18:00:06.472170,Dental Care,Expense,15.65,Dental Care,Health and Wellness
6485,2023-04-17 18:15:40.419609,Software License,Income,89.19,Software License,Business
6486,2023-04-17 18:51:04.855066,Medical Checkup,Income,51.65,Medical Checkup,Health and Wellness
6487,2023-04-17 19:43:41.472713,Laundry Service,Expense,108.87,Laundry Service,Household
6488,2023-04-17 19:51:12.148859,Natural Gas Bill,Expense,29.69,Natural Gas Bill,Utilities
6489,2023-04-17 19:51:19.606491,Car Wash,Expense,256.89,Car Wash,Vehicle Maintenance
6490,2023-04-17 20:02:00.610786,Storage Unit Rental,Income,12.3,Storage Unit Rental,Storage
6491,2023-04-17 20:10:48.666034,Vacation Package,Expense,144.98,Vacation Package,Travel
6492,2023-04-17 20:26:51.217883,Charity Event,Income,84.46,Charity Event,Charity
6493,2023-04-18 01:30:30.478163,Theater Tickets,Expense,422.35,Theater Tickets,Leisure
6494,2023-04-18 02:35:43.298678,Restaurant Dining,Expense,40.69,,
6495,2023-04-18 05:24:12.106859,Natural Gas Bill,Income,446.58,Natural Gas Bill,Utilities
6496,2023-04-18 06:26:06.830489,Netflix Subscription,Expense,275.19,Netflix Subscription,Entertainment
6497,2023-04-18 07:45:37.964843,Used Car Purchase,Expense,55.17,Used Car Purchase,Transportation
6498,2023-04-18 08:22:08.000744,Grocery Store,Expense,414.16,Grocery Store,Food and Drinks
6499,2023-04-18 12:25:43.791334,Golf Club Membership,Income,468.87,Golf Club Membership,Sport and Fitness
6500,2023-04-18 14:25:40.078058,Property Tax,Expense,296.74,,
6501,2023-04-18 14:39:42.479084,Overdraft Fee,Income,126.47,Overdraft Fee,Banking Fees
6502,2023-04-18 15:59:43.089824,Garden Center,Expense,113.5,Garden Center,Gardening
6503,2023-04-18 16:13:05.485415,Window Cleaning,Income,469.0,,
6504,2023-04-18 17:24:15.798937,Bank Service Charge,Income,132.0,Bank Service Charge,Banking Fees
6505,2023-04-18 18:35:20.412557,Subscription Renewal,Expense,332.46,Subscription Renewal,Subscriptions
6506,2023-04-18 19:29:35.607340,Netflix Subscription,Expense,380.25,Netflix Subscription,Entertainment
6507,2023-04-18 20:42:06.032974,Side Gig Income,Expense,106.75,Side Gig Income,Side Hustle
6508,2023-04-18 22:39:09.293587,Used Car Purchase,Income,331.78,Used Car Purchase,Transportation
6509,2023-04-18 23:10:01.879653,Daycare Fees,Expense,375.15,Daycare Fees,Childcare
6510,2023-04-19 03:34:33.068504,Software License,Income,341.8,Software License,Business
6511,2023-04-19 06:03:47.520211,Grocery Delivery,Income,260.86,Grocery Delivery,Food and Drinks
6512,2023-04-19 06:36:52.250281,Computer Purchase,Income,463.25,Computer Purchase,Electronics
6513,2023-04-19 08:09:17.221682,Holiday Shopping,Expense,92.96,Holiday Shopping,Shopping
6514,2023-04-19 09:59:30.882639,Gas Station,Income,60.33,Gas Station,Fuel
6515,2023-04-19 12:51:05.056554,Retirement Contribution,Income,140.76,Retirement Contribution,Savings
6516,2023-04-19 15:48:11.258466,Personal Loan Payment,Income,84.26,Personal Loan Payment,Debt Repayment
6517,2023-04-19 16:21:26.571616,Lottery Ticket,Income,210.5,Lottery Ticket,Entertainment
6518,2023-04-19 18:02:47.373200,Snowmobile Rental,Expense,327.46,Snowmobile Rental,Sport and Fitness
