Date,Name / Description,Expense/Income,Amount (EUR)
2022-11-12 12:27:01.461330,Online Marketplace,Expense,409.85
2022-11-12 14:32:14.295654,Event Registration,Income,460.63
2022-11-12 15:13:55.389922,Background Check,Income,259.72
2022-11-12 17:46:10.102696,Restaurant Takeout,Expense,46.17
2022-11-12 23:17:59.539739,Income Tax Payment,Income,467.32
2022-11-13 00:01:13.303873,Electrician Service,Expense,390.88
2022-11-13 04:19:52.367871,Consulting Income,Income,473.07
2022-11-13 05:11:16.840796,Coffee Shop,Income,490.37
2022-11-13 05:44:45.294559,Digital Download,Expense,374.77
2022-11-13 05:50:09.193079,Doctor Visit,Income,439.1
2022-11-13 06:08:23.660873,Pet Grooming,Income,111.0
2022-11-13 06:41:56.576754,Water Bill,Income,210.52
2022-11-13 07:34:36.244401,Meal Delivery,Expense,400.29
2022-11-13 10:21:59.030113,Accountant Fees,Income,41.39
2022-11-13 10:31:42.929756,Boat Rental,Expense,45.45
2022-11-13 12:05:32.058272,Consulting Income,Income,358.84
2022-11-13 13:36:56.175691,Investment Income,Income,239.84
2022-11-13 13:48:22.762668,Dental Care,Expense,374.05
2022-11-13 14:35:23.023353,Office Supplies,Income,413.45
2022-11-13 14:50:29.037759,Pet Supplies,Expense,194.82
2022-11-13 15:56:04.753691,Weekend Getaway,Income,369.28
2022-11-13 17:51:23.330016,Subscription Box,Income,463.62
2022-11-13 22:06:42.594841,Monthly Rent,Income,104.05
2022-11-14 00:48:04.313070,Prescription Meds,Expense,85.5
2022-11-14 02:21:50.725338,Vacation Package,Income,421.16
2022-11-14 04:38:31.579831,Accountant Fees,Income,330.51
2022-11-14 06:05:06.312813,Accountant Fees,Expense,243.12
2022-11-14 06:21:23.714889,Overdraft Fee,Expense,274.9
2022-11-14 06:55:11.624986,Private Jet Rental,Expense,267.67
2022-11-14 08:47:14.478967,Luxury Car Lease,Expense,204.41
2022-11-14 14:50:05.157211,Luxury Hotel Stay,Income,301.86
2022-11-14 16:19:33.056876,Home Improvement,Expense,224.74
2022-11-14 17:02:29.299866,Yacht Charter,Expense,21.16
2022-11-14 17:53:42.359344,Car Fuel,Income,412.08
2022-11-14 18:05:21.696527,Restaurant Dining,Income,394.92
2022-11-14 19:21:26.016592,Course Fees,Expense,309.23
2022-11-14 21:20:26.052800,Pet Supplies,Income,274.89
2022-11-14 21:27:16.839095,Golf Course,Income,7.92
2022-11-14 22:27:22.874711,Water Bill,Income,286.65
2022-11-15 00:16:48.539237,Wire Transfer Fee,Expense,412.71
2022-11-15 01:20:58.289003,Optometry Visit,Expense,279.82
2022-11-15 05:51:33.256086,Retirement Contribution,Expense,67.62
2022-11-15 09:58:21.488195,Yoga Class,Income,494.68
2022-11-15 13:05:29.677407,Home Renovation,Income,108.29
2022-11-15 15:36:46.752560,Pharmacy,Expense,490.91
2022-11-15 16:45:55.177785,Freight Shipping,Income,340.4
2022-11-15 18:00:27.960158,Hiking Gear,Expense,427.88
2022-11-16 02:24:46.891524,Photography Service,Income,428.6
2022-11-16 02:47:07.908935,Property Tax,Expense,495.21
2022-11-16 03:12:29.380461,Plumbing Service,Income,267.24
2022-11-16 04:59:24.710547,Travel Insurance,Expense,72.46
2022-11-16 06:57:49.241485,Snowmobile Rental,Income,140.42
2022-11-16 09:11:04.585864,Investment Brokerage Fee,Income,432.45
2022-11-16 09:25:26.507147,Event Registration,Income,330.0
2022-11-16 11:49:04.502945,Flight Ticket,Income,117.71
2022-11-16 12:00:24.044507,Holiday Shopping,Income,149.4
2022-11-16 14:32:14.833614,Doctor Visit,Expense,381.96
2022-11-16 16:21:55.890783,Foreign Transaction Fee,Income,76.36
2022-11-16 16:30:42.555088,Court Fees,Income,154.54
2022-11-16 16:48:56.743141,Amazon Purchase,Expense,13.25
2022-11-16 16:58:25.407062,Vacation Package,Income,132.98
2022-11-16 19:09:33.470039,Restaurant Takeout,Income,140.97
2022-11-16 22:02:49.029973,Babysitting Service,Income,401.1
2022-11-16 22:36:38.097961,Personal Loan Payment,Income,100.19
2022-11-16 23:52:02.413495,Luxury Hotel Stay,Income,7.66
2022-11-17 00:02:39.493787,Hair Salon,Income,193.61
2022-11-17 00:53:47.089427,Used Car Purchase,Income,198.29
2022-11-17 03:00:57.124898,Boat Rental,Expense,172.05
2022-11-17 05:44:02.071025,Consulting Income,Income,221.79
2022-11-17 06:59:05.413384,Life Insurance,Expense,213.49
2022-11-17 10:26:04.531341,Flight Ticket,Income,365.36
2022-11-17 11:12:44.188934,Pharmacy,Income,204.9
2022-11-17 15:50:34.797550,Membership Fee,Expense,317.98
2022-11-17 16:28:03.606329,Personal Trainer,Income,79.9
2022-11-17 18:03:28.760919,Massage Therapy,Expense,491.83
2022-11-17 19:02:29.180029,Trash Collection,Expense,245.56
2022-11-17 20:02:40.954203,Used Car Purchase,Expense,122.86
2022-11-17 22:31:40.722706,Medical Checkup,Income,90.38
2022-11-17 23:05:36.830595,Investment Income,Income,18.88
2022-11-17 23:38:39.033456,Home Insurance,Income,159.03
2022-11-18 00:28:00.686963,Event Registration,Expense,497.48
2022-11-18 01:22:49.652687,Septic Tank Service,Income,270.59
2022-11-18 01:30:55.328596,School Supplies,Expense,258.42
2022-11-18 01:55:47.188761,Tutoring Services,Income,283.65
2022-11-18 02:20:53.042682,ATM Fee,Expense,103.96
2022-11-18 03:31:17.506343,Hardware Store,Income,480.38
2022-11-18 05:45:07.949024,Online Coaching,Income,18.21
2022-11-18 06:26:41.862608,Tuition Payment,Income,354.0
2022-11-18 07:01:11.816231,Grocery Delivery,Income,220.46
2022-11-18 08:43:15.788893,Donation to Charity,Expense,208.9
2022-11-18 09:47:15.382142,Student Loan Payment,Income,197.94
2022-11-18 10:37:31.123128,Snow Removal,Income,473.69
2022-11-18 17:41:42.338824,Water Bill,Expense,10.15
2022-11-18 20:49:42.444486,Property Tax,Income,476.39
2022-11-18 20:58:54.507848,Natural Gas Bill,Expense,413.84
2022-11-18 21:54:48.893705,Art Gallery Purchase,Expense,199.24
2022-11-18 23:03:09.819682,Natural Gas Bill,Income,433.06
2022-11-18 23:46:54.847748,Hiking Gear,Expense,279.62
2022-11-19 03:03:04.769152,Textbooks,Expense,149.52
2022-11-19 03:11:52.528407,Coffee Shop,Expense,281.89
2022-11-19 03:26:55.134294,Internet Bill,Expense,59.92
2022-11-19 04:08:44.279773,Debt Collection,Expense,315.16
2022-11-19 05:38:55.401887,Optometry Visit,Expense,225.48
2022-11-19 06:01:33.990438,Investment Income,Expense,442.21
2022-11-19 06:14:57.418379,Movie Theater,Expense,333.41
2022-11-19 07:44:53.661268,Car Loan Payment,Income,496.73
2022-11-19 08:28:00.574223,Investment Brokerage Fee,Expense,351.99
2022-11-19 12:16:45.664355,Investment Income,Income,61.69
2022-11-19 14:03:22.832775,Firewood,Expense,143.76
2022-11-19 14:15:56.446646,Sporting Goods,Expense,478.57
2022-11-19 14:57:44.404092,Window Cleaning,Expense,399.8
2022-11-19 15:21:24.295834,Electricity Bill,Expense,190.95
2022-11-19 16:27:40.326468,Video Game,Expense,322.86
2022-11-19 18:40:48.487064,Trust Fund Contribution,Expense,278.09
2022-11-19 23:50:42.676486,Netflix Subscription,Expense,393.82
2022-11-20 00:24:40.243015,Job Training Fee,Income,294.93
2022-11-20 01:32:05.379134,Sporting Goods,Income,192.13
2022-11-20 05:20:29.747378,Hiking Gear,Income,154.54
2022-11-20 05:48:48.141180,Office Supplies,Income,216.77
2022-11-20 08:12:28.765173,Laundry Service,Expense,83.01
2022-11-20 10:09:22.743223,Septic Tank Service,Income,219.34
2022-11-20 11:26:01.093444,Roof Repair,Income,301.03
2022-11-20 12:52:36.354685,Sporting Goods,Income,446.28
2022-11-20 15:45:45.878416,Concert Tickets,Expense,484.92
2022-11-20 15:59:27.713635,Car Fuel,Income,95.58
2022-11-20 16:34:09.432808,Septic Tank Service,Expense,477.19
2022-11-20 18:39:38.884811,Home Improvement,Expense,239.2
2022-11-21 00:36:40.679162,Membership Fee,Expense,470.84
2022-11-21 06:35:10.822803,Investment Brokerage Fee,Expense,350.65
2022-11-21 06:39:09.182981,Gifts & Cards,Expense,208.24
2022-11-21 09:51:03.519065,Home Cleaning,Expense,487.73
2022-11-21 11:34:56.626215,Career Counseling,Income,142.49
2022-11-21 11:47:21.999865,Snow Removal,Income,359.05
2022-11-21 12:48:45.985380,Outdoor Equipment,Expense,95.72
2022-11-21 13:30:11.524978,Gas Station,Income,358.4
2022-11-21 14:22:22.926044,Grocery Delivery,Income,402.69
2022-11-21 15:58:59.179852,Plumbing Service,Expense,236.57
2022-11-21 17:27:37.769193,Debt Collection,Expense,125.39
2022-11-21 19:13:41.063998,Funeral Expenses,Income,150.98
2022-11-21 19:47:54.288032,Vet Bill,Expense,228.83
2022-11-21 22:31:11.051481,Toll Road Fee,Expense,281.45
2022-11-21 23:11:18.389254,Spotify Subscription,Income,89.83
2022-11-22 00:21:04.684699,Ski Resort,Income,28.67
2022-11-22 02:01:35.109252,Hiking Gear,Income,99.83
2022-11-22 02:54:19.962525,Private Jet Rental,Income,333.14
2022-11-22 04:11:38.857665,Digital Download,Expense,258.3
2022-11-22 05:58:32.587820,Tuition Payment,Income,184.21
2022-11-22 11:11:51.050419,Court Fees,Income,450.54
2022-11-22 14:00:41.333703,Museum Tickets,Expense,83.82
2022-11-22 14:17:18.125906,Department Store,Income,366.11
2022-11-22 15:12:08.740058,Doctor Visit,Income,338.63
2022-11-22 15:22:57.328830,Sporting Goods,Expense,43.28
2022-11-22 16:41:25.891050,Gym Membership,Income,245.11
2022-11-22 19:29:21.582533,Personal Trainer,Income,339.28
2022-11-22 22:12:15.018353,School Supplies,Expense,90.57
2022-11-22 23:30:26.321681,Mortgage Payment,Expense,377.68
2022-11-22 23:44:14.191227,Luxury Hotel Stay,Income,474.51
2022-11-23 00:47:11.173909,Tattoo Parlor,Expense,212.67
2022-11-23 02:32:43.672504,Septic Tank Service,Income,186.51
2022-11-23 05:06:49.362080,Textbooks,Income,477.62
2022-11-23 07:50:43.871911,Investment Income,Income,159.97
2022-11-23 14:01:03.964944,Photography Service,Income,37.92
2022-11-23 19:54:03.894152,Home Renovation,Income,248.79
2022-11-23 21:42:55.718598,Flight Ticket,Expense,35.58
2022-11-23 22:24:03.198078,Business Expense,Expense,172.04
2022-11-24 01:36:58.162111,Used Car Purchase,Income,425.2
2022-11-24 03:06:02.001795,Amazon Purchase,Expense,240.26
2022-11-24 04:27:57.176506,Income Tax Payment,Income,192.1
2022-11-24 06:09:24.294343,Real Estate Agent Fee,Expense,250.01
2022-11-24 10:39:50.639348,Used Car Purchase,Expense,288.31
2022-11-24 14:25:33.454650,HVAC Maintenance,Expense,100.49
2022-11-24 14:45:41.788553,Weekend Getaway,Expense,26.62
2022-11-24 16:37:13.809945,Water Bill,Income,425.95
2022-11-24 16:44:12.504492,Sporting Event,Expense,76.79
2022-11-24 22:11:47.808196,Restaurant Takeout,Income,374.68
2022-11-24 22:59:57.776634,Streaming Service,Expense,100.2
2022-11-25 00:17:18.810383,Online Coaching,Expense,137.89
2022-11-25 02:48:51.865769,Hunting License,Income,104.38
2022-11-25 03:13:16.041428,Spotify Subscription,Income,460.61
2022-11-25 06:15:01.200212,Luxury Hotel Stay,Income,245.48
2022-11-25 07:46:52.550198,Pest Control,Expense,284.45
2022-11-25 08:31:59.218207,Medical Checkup,Income,13.78
2022-11-25 13:57:15.965628,Tutoring Services,Income,18.83
2022-11-25 16:34:14.695980,Restaurant Dining,Expense,50.57
2022-11-25 18:17:17.496971,Donation to Charity,Expense,456.01
2022-11-25 20:53:40.606317,Uber Ride,Expense,420.87
2022-11-25 21:20:29.219384,Natural Gas Bill,Expense,441.37
2022-11-25 22:10:39.058959,Vacation Home Rental,Income,94.34
2022-11-26 02:03:38.257679,Internet Bill,Income,253.8
2022-11-26 03:16:02.191669,Walmart Groceries,Expense,157.88
2022-11-26 03:25:47.005706,Yoga Class,Expense,428.63
2022-11-26 06:03:51.775694,Notary Service,Income,307.9
2022-11-26 07:23:48.872747,Wire Transfer Fee,Income,188.4
2022-11-26 07:25:27.167248,Online Course,Expense,9.85
2022-11-26 10:45:31.268836,Student Loan Payment,Expense,401.77
2022-11-26 11:48:49.616622,Wedding Gift,Income,417.71
2022-11-26 13:35:34.454030,Gym Membership,Expense,245.34
2022-11-26 16:55:19.547157,Streaming Service,Income,280.8
2022-11-26 17:38:50.720285,Foreign Transaction Fee,Expense,30.14
2022-11-26 17:47:14.658866,Side Gig Income,Income,103.94
2022-11-26 18:44:34.757608,Department Store,Income,299.93
2022-11-26 19:15:04.265073,Job Training Fee,Income,186.3
2022-11-26 19:22:36.199203,Home Cleaning,Expense,141.47
2022-11-26 19:44:54.293548,Legal Fees,Income,273.92
2022-11-26 22:04:26.972042,Credit Card Payment,Income,218.79
2022-11-26 22:35:36.424139,Amazon Purchase,Expense,227.73
2022-11-26 22:40:42.323155,Travel Insurance,Income,366.54
2022-11-27 01:36:55.805517,Charity Event,Income,139.11
2022-11-27 01:55:41.559137,Gifts & Cards,Income,483.94
2022-11-27 05:14:25.645592,Consulting Income,Income,74.39
2022-11-27 07:28:21.018031,Life Insurance,Expense,307.96
2022-11-27 08:16:15.221529,Business Expense,Income,343.39
2022-11-27 09:04:30.476706,Private Jet Rental,Expense,21.31
2022-11-27 12:52:59.421179,Parking Fee,Income,435.62
2022-11-27 13:27:07.608834,Department Store,Expense,388.79
2022-11-27 13:48:25.788554,Hotel Stay,Income,213.81
2022-11-27 14:54:39.996949,Membership Fee,Expense,36.09
2022-11-27 17:35:53.349928,Ski Resort,Income,177.29
2022-11-27 18:36:30.649152,Bowling Alley,Expense,70.5
2022-11-27 20:32:55.348028,Tree Trimming,Expense,203.63
2022-11-27 20:42:09.916956,Snow Removal,Expense,435.69
2022-11-27 23:47:32.526754,Wine Subscription,Expense,128.79
2022-11-28 00:00:27.783203,Background Check,Expense,240.84
2022-11-28 00:23:37.548092,Resume Service,Expense,102.48
2022-11-28 00:33:56.989812,HVAC Maintenance,Expense,23.43
2022-11-28 03:05:20.611144,Movie Theater,Expense,86.32
2022-11-28 04:22:18.327657,Ski Resort,Income,326.87
2022-11-28 04:36:02.168019,Streaming Service,Expense,394.06
2022-11-28 06:05:01.351567,Notary Service,Income,64.06
2022-11-28 07:35:40.758838,Bail Bond Payment,Income,76.5
2022-11-28 09:18:28.753693,Home Renovation,Expense,279.69
2022-11-28 10:17:21.990196,Private Jet Rental,Income,222.06
2022-11-28 10:47:45.116497,Parking Fee,Income,401.72
2022-11-28 10:51:19.516667,Home Renovation,Income,266.66
2022-11-28 12:27:49.015779,Computer Purchase,Income,399.83
2022-11-28 13:19:05.791004,HVAC Maintenance,Expense,384.76
2022-11-28 17:06:09.717465,Personal Loan Payment,Expense,8.09
2022-11-28 20:27:53.008816,Gas Station,Expense,267.21
2022-11-28 22:40:52.857179,Plumbing Service,Expense,139.19
2022-11-29 00:14:41.325222,Pharmacy,Expense,176.21
2022-11-29 09:10:58.305609,Donation to Charity,Expense,206.39
2022-11-29 11:21:40.810663,Computer Purchase,Expense,300.65
2022-11-29 13:44:22.415644,Freight Shipping,Expense,403.81
2022-11-29 14:40:51.353839,Car Repair,Expense,314.62
2022-11-29 15:42:17.468760,Sporting Event,Income,202.24
2022-11-29 19:41:01.265395,Career Counseling,Expense,335.8
2022-11-29 21:04:44.533389,Credit Card Payment,Expense,259.9
2022-11-30 01:44:32.961302,Bicycle Repair,Income,329.18
2022-11-30 01:55:47.343780,Foreign Transaction Fee,Expense,97.16
2022-11-30 02:43:23.271186,Cabin Rental,Expense,444.29
2022-11-30 07:06:06.539016,Hair Salon,Expense,416.51
2022-11-30 07:45:42.487601,Gym Membership,Expense,473.2
2022-11-30 10:27:29.862180,Used Car Purchase,Expense,473.87
2022-11-30 16:08:35.352981,Snowmobile Rental,Income,484.92
2022-11-30 16:37:20.700727,Sewer Bill,Expense,328.09
2022-11-30 16:57:49.636738,Vet Bill,Expense,217.93
2022-11-30 17:07:28.669226,Window Cleaning,Income,482.07
2022-11-30 17:26:03.120271,Streaming Rental,Income,81.51
2022-11-30 21:17:31.497608,Home Insurance,Expense,107.24
2022-11-30 21:42:29.617730,Electricity Bill,Income,488.7
2022-12-01 01:24:08.622152,Cabin Rental,Expense,32.77
2022-12-01 03:17:40.857565,Electricity Bill,Income,320.79
2022-12-01 07:33:11.768068,Concert Tickets,Expense,24.31
2022-12-01 10:18:12.004250,Student Loan Payment,Expense,251.56
2022-12-01 11:34:37.526852,Wedding Gift,Expense,225.61
2022-12-01 13:00:47.001579,Freelance Work,Income,237.56
2022-12-01 13:54:06.581924,Parking Fee,Income,450.69
2022-12-01 16:03:00.427547,Software Subscription,Expense,212.54
2022-12-01 18:02:21.961581,Outdoor Equipment,Expense,270.85
2022-12-01 19:36:45.042374,Debt Collection,Expense,124.76
2022-12-01 21:29:21.879084,Personal Trainer,Expense,220.01
2022-12-01 23:05:33.324574,Wine Subscription,Expense,306.42
2022-12-02 11:00:43.742533,Credit Card Payment,Expense,223.9
2022-12-02 12:14:23.010780,Gym Membership,Income,13.04
2022-12-02 12:20:21.440720,HVAC Maintenance,Income,358.75
2022-12-02 12:32:47.476671,Cell Phone Purchase,Income,11.99
2022-12-02 14:16:04.175552,Freight Shipping,Expense,448.78
2022-12-02 14:21:05.099618,Digital Download,Income,323.78
2022-12-02 14:37:48.431458,Electrician Service,Expense,15.79
2022-12-02 14:57:18.714745,Water Bill,Expense,171.64
2022-12-02 18:20:04.587590,New Car Purchase,Expense,297.91
2022-12-02 18:26:34.214883,Snow Removal,Income,122.05
2022-12-02 18:58:17.091350,Consulting Income,Expense,37.08
2022-12-02 19:25:48.342440,Background Check,Expense,291.75
2022-12-02 21:07:37.734659,Membership Fee,Expense,288.97
2022-12-02 21:09:32.386817,Electrician Service,Expense,98.14
2022-12-02 22:58:33.489540,Charity Event,Expense,140.49
2022-12-03 00:51:11.903996,Digital Download,Income,308.55
2022-12-03 01:12:57.685172,Hair Salon,Income,305.8
2022-12-03 02:25:30.943940,Spotify Subscription,Expense,328.23
2022-12-03 03:33:21.423143,Amazon Purchase,Expense,197.44
2022-12-03 04:21:25.506978,Camera Equipment,Income,185.18
2022-12-03 06:37:28.377053,Car Loan Payment,Income,26.61
2022-12-03 07:54:07.333124,Restaurant Dining,Income,396.22
2022-12-03 08:09:54.170085,Coffee Shop,Income,222.15
2022-12-03 08:45:48.064106,Home Appliance,Income,350.89
2022-12-03 15:09:36.905374,Consulting Income,Income,441.4
2022-12-03 17:28:18.680431,Bowling Alley,Expense,211.17
2022-12-03 19:46:18.559503,Side Gig Income,Expense,90.56
2022-12-03 21:15:03.241462,Snow Removal,Income,472.48
2022-12-03 21:45:42.327339,Internet Bill,Expense,171.48
2022-12-04 02:35:08.725392,Travel Insurance,Expense,169.91
2022-12-04 02:52:18.042967,Medical Expense,Income,444.68
2022-12-04 03:22:35.179149,Vehicle Insurance,Income,441.16
2022-12-04 03:40:01.373387,Hotel Stay,Income,58.11
2022-12-04 07:12:40.821437,Grocery Delivery,Income,456.26
2022-12-04 07:13:54.488501,Golf Club Membership,Expense,360.94
2022-12-04 07:19:10.780106,Home Improvement,Expense,498.62
2022-12-04 08:29:59.964712,Trash Collection,Income,478.89
2022-12-04 09:17:08.089634,Real Estate Agent Fee,Income,26.52
2022-12-04 10:31:48.004335,Hunting License,Expense,318.65
2022-12-04 19:13:30.983046,Moving Service,Expense,308.15
2022-12-04 21:06:57.014733,Wine Subscription,Expense,219.76
2022-12-04 21:41:46.085323,Hunting License,Income,17.39
2022-12-04 22:46:38.506589,Resume Service,Income,210.71
2022-12-05 00:26:11.040529,Bank Service Charge,Income,136.49
2022-12-05 01:48:23.056431,Vet Bill,Expense,293.14
2022-12-05 01:57:22.324091,Gym Membership,Expense,48.6
2022-12-05 02:17:27.096613,Water Bill,Income,379.16
2022-12-05 05:13:08.216276,Home Renovation,Income,439.2
2022-12-05 05:30:31.895274,Charity Event,Expense,43.69
2022-12-05 06:24:18.651149,Book Purchase,Expense,210.94
2022-12-05 09:48:08.255459,Gifts & Cards,Expense,113.02
2022-12-05 09:55:23.734985,Car Loan Payment,Expense,126.46
2022-12-05 10:26:24.293354,Job Training Fee,Income,449.38
2022-12-05 13:00:45.035558,Boat Rental,Expense,102.84
2022-12-05 13:43:31.303989,Foreign Transaction Fee,Expense,191.96
2022-12-05 17:37:47.944470,Massage Therapy,Expense,149.28
2022-12-05 19:29:47.376689,Subscription Box,Income,397.95
2022-12-05 21:38:20.612401,Travel Insurance,Income,90.42
2022-12-05 22:57:16.123457,Doctor Visit,Expense,20.37
2022-12-06 05:48:50.052218,Notary Service,Income,334.64
2022-12-06 08:59:16.927567,Optometry Visit,Income,98.49
2022-12-06 12:09:09.148171,Cabin Rental,Income,371.64
2022-12-06 15:24:57.864445,Yacht Charter,Income,196.19
2022-12-06 17:31:04.566699,Digital Download,Income,142.29
2022-12-06 21:32:59.546984,Pet Supplies,Income,408.17
2022-12-06 22:55:59.135933,Spa Package,Income,392.91
2022-12-07 02:31:37.594967,Client Meeting Expense,Expense,52.19
2022-12-07 02:48:12.840882,Restaurant Dining,Income,154.48
2022-12-07 02:50:57.572114,Bowling Alley,Income,486.94
2022-12-07 07:11:09.892115,Credit Report Fee,Expense,210.83
